time,V(boot0_mod),V(boot0_mos),V(nrst_mod),V(nrst_mos)
15.0550000018692,2.152449,2.230151,0.008471023,0.008522676
15.0550000019381,2.152449,2.230151,0.00847102,0.008522672
15.055000002,2.152449,2.230151,0.008471016,0.008522668
15.0550000020556,2.152449,2.230151,0.008471012,0.008522665
15.0550000021192,2.152449,2.230151,0.008471007,0.00852266
15.0550000022463,2.152449,2.230151,0.008470999,0.008522652
15.0550000023688,2.152449,2.230151,0.00847099,0.008522643
15.055000002534,2.152449,2.230151,0.008470978,0.008522631
15.0550000027024,2.152449,2.230151,0.008470965,0.008522618
15.0550000029269,2.152449,2.230151,0.008470948,0.008522601
15.0550000031848,2.152449,2.230151,0.008470928,0.008522581
15.0550000035551,2.152449,2.230151,0.0084709,0.008522552
15.0550000040572,2.152449,2.230151,0.008470861,0.008522514
15.0550000047568,2.152449,2.230151,0.008470808,0.00852246
15.0550000055396,2.152449,2.230151,0.008470748,0.008522401
15.0550000066088,2.152449,2.230151,0.008470665,0.008522318
15.0550000077747,2.152449,2.230151,0.008470574,0.008522227
15.0550000092147,2.152449,2.230151,0.008470464,0.008522116
15.055000010718,2.152449,2.230151,0.008470346,0.008521999
15.0550000122429,2.152449,2.230151,0.008470228,0.008521881
15.0550000137925,2.152449,2.230151,0.008470107,0.00852176
15.0550000153736,2.152449,2.230151,0.008469984,0.008521637
15.0550000170241,2.152449,2.230151,0.008469855,0.008521507
15.0550000187642,2.152449,2.230151,0.008469719,0.008521372
15.0550000206352,2.152449,2.230151,0.008469573,0.008521226
15.055000022668,2.152449,2.230151,0.008469414,0.008521067
15.0550000249187,2.152449,2.230151,0.008469239,0.008520892
15.0550000274471,2.152449,2.230151,0.008469041,0.008520694
15.0550000303519,2.152449,2.230151,0.008468815,0.008520467
15.0550000337628,2.152449,2.230151,0.008468549,0.008520202
15.0550000378924,2.152449,2.230151,0.008468227,0.00851988
15.0550000430734,2.152449,2.230151,0.008467824,0.008519477
15.0550000499134,2.152449,2.230151,0.008467293,0.008518946
15.0550000596264,2.152449,2.230151,0.008466541,0.008518194
15.0550000751411,2.152449,2.230151,0.008465342,0.008516996
15.0550001055478,2.152449,2.230151,0.008463009,0.008514663
15.055000162084,2.152449,2.230151,0.00845872,0.008510375
15.0550002187502,2.152449,2.230151,0.008454479,0.008506138
15.0550002981968,2.152449,2.230151,0.008448623,0.008500287
15.0550003911766,2.152449,2.230151,0.008441878,0.008493553
15.0550005063987,2.152449,2.230151,0.008433626,0.008485322
15.0550005998901,2.152449,2.230151,0.008426955,0.008478677
15.055000686391,2.152449,2.230151,0.008420726,0.008472484
15.0550007880215,2.152449,2.230151,0.008413191,0.008465018
15.0550008385063,2.152449,2.230151,0.008409336,0.008461214
15.0550008778483,2.152449,2.230151,0.008406286,0.008458213
15.0550009120361,2.152449,2.230151,0.008403631,0.008455611
15.0550009476778,2.152449,2.230151,0.008400913,0.008452961
15.0550009860503,2.152449,2.230151,0.008398151,0.008450287
15.0550010275802,2.152449,2.230151,0.008395523,0.008447774
15.055001071444,2.152449,2.230151,0.008393378,0.008445771
15.0550011079098,2.152449,2.230151,0.008392232,0.008444759
15.0550011387016,2.152449,2.23015,0.008391798,0.008444447
15.0550011710665,2.152449,2.23015,0.008391929,0.008444713
15.0550012076677,2.152449,2.23015,0.008392849,0.008445796
15.0550012558403,2.152449,2.23015,0.008395353,0.008448523
15.055001316427,2.152449,2.23015,0.008400599,0.008454061
15.0550013990251,2.152449,2.23015,0.008411339,0.008465209
15.0550014846404,2.152449,2.23015,0.00842655,0.008480847
15.0550015951245,2.152449,2.23015,0.00845182,0.008506668
15.0550016908465,2.152449,2.23015,0.008478495,0.008533821
15.0550018108326,2.152449,2.23015,0.008517668,0.008573592
15.0550019388633,2.152449,2.23015,0.008565895,0.008622459
15.0550021840737,2.152449,2.23015,0.008674268,0.008732055
15.0550024958394,2.152448,2.23015,0.008837301,0.008896645
15.0550028402517,2.152448,2.23015,0.009043282,0.009104345
15.0550031567996,2.152448,2.23015,0.009251021,0.009313663
15.0550034296519,2.152448,2.23015,0.00944091,0.009504913
15.0550036667701,2.152448,2.23015,0.009612218,0.009677404
15.0550038656277,2.152448,2.23015,0.009759467,0.009825643
15.0550040598163,2.152448,2.230149,0.009905789,0.009972933
15.055004256932,2.152448,2.230149,0.01005641,0.01012453
15.0550044972282,2.152448,2.230149,0.01024231,0.01031163
15.0550047496378,2.152448,2.230149,0.01043977,0.01051035
15.0550049850843,2.152448,2.230149,0.01062558,0.01069733
15.0550051509233,2.152447,2.230149,0.01075724,0.01082982
15.0550053475103,2.152447,2.230149,0.01091399,0.01098755
15.0550054407914,2.152447,2.230149,0.0109886,0.01106262
15.0550055866626,2.152447,2.230149,0.01110551,0.01118025
15.0550057305237,2.152447,2.230149,0.01122106,0.01129652
15.0550059598891,2.152447,2.230149,0.01140574,0.01148234
15.0550061860076,2.152447,2.230149,0.01158824,0.01166597
15.0550063697118,2.152447,2.230149,0.01173678,0.01181542
15.0550065362618,2.152447,2.230149,0.01187162,0.0119511
15.0550067080676,2.152447,2.230149,0.01201087,0.0120912
15.0550068889325,2.152447,2.230149,0.01215759,0.01223882
15.0550070924722,2.152447,2.230149,0.01232284,0.01240508
15.055007277014,2.152447,2.230149,0.01247277,0.01255593
15.0550074030717,2.152447,2.230149,0.01257523,0.01265902
15.0550074902319,2.152447,2.230149,0.0126461,0.01273032
15.0550076069716,2.152447,2.230149,0.01274104,0.01282584
15.0550076589327,2.152447,2.230149,0.0127833,0.01286836
